index,index,1. open,2. high,3. low,4. close,5. volume
416,2021-10-29 15:13:00,20.47,20.47,20.47,20.47,101.0
417,2021-10-29 15:12:00,20.47,20.48,20.47,20.47,1503.0
418,2021-10-29 15:10:00,20.478,20.48,20.46,20.47,3401.0
419,2021-10-29 15:09:00,20.47,20.48,20.46,20.478,8866.0
420,2021-10-29 15:08:00,20.4652,20.47,20.465,20.465,5900.0
421,2021-10-29 15:04:00,20.46,20.47,20.46,20.47,2000.0
422,2021-10-29 15:00:00,20.45,20.45,20.45,20.45,100.0
423,2021-10-29 14:42:00,20.46,20.47,20.45,20.47,2100.0
424,2021-10-29 14:38:00,20.4799,20.4799,20.4799,20.4799,200.0
425,2021-10-29 14:29:00,20.45,20.45,20.45,20.45,2200.0
426,2021-10-29 14:01:00,20.48,20.485,20.48,20.485,312.0
427,2021-10-29 13:46:00,20.48,20.4801,20.48,20.4801,621.0
428,2021-10-29 13:36:00,20.49,20.49,20.49,20.49,100.0
429,2021-10-29 13:21:00,20.4701,20.4701,20.4701,20.4701,245.0
430,2021-10-29 13:06:00,20.485,20.485,20.4601,20.4601,912.0
431,2021-10-29 12:37:00,20.4834,20.4834,20.4834,20.4834,100.0
432,2021-10-29 12:33:00,20.46,20.46,20.46,20.46,100.0
433,2021-10-29 12:16:00,20.4501,20.4501,20.4501,20.4501,500.0
